sentence_id	token_id	token	surprisal
1	1	The	3.2781007289886475
1	2	fact	7.122616767883301
1	3	that	0.21758979558944702
1	4	my	5.84025764465332
1	5	brother	4.718230247497559
1	6	said	5.747092247009277
1	7	who	8.469131469726562
1	8	his	5.2357587814331055
1	9	friend	4.354790687561035
1	10	trusted	10.283355712890625
1	11	our	9.545150756835938
1	12	uncle	6.609051704406738
1	13	at	5.7631731033325195
1	14	the	1.3595945835113525
1	15	party	4.8807196617126465
1	16	surprised	9.01426887512207
1	17	my	5.1079607009887695
1	18	daughter	7.567012786865234
1	19	yesterday	10.068513870239258
1	20	afternoon	4.31334114074707
2	1	The	3.2781007289886475
2	2	fact	7.122616767883301
2	3	that	0.21758979558944702
2	4	my	5.84025764465332
2	5	brother	4.718230247497559
2	6	said	5.747092247009277
2	7	that	1.6994173526763916
2	8	his	3.7557125091552734
2	9	friend	4.676126956939697
2	10	trusted	9.832395553588867
2	11	our	7.690417289733887
2	12	uncle	6.312313079833984
2	13	at	5.650016784667969
2	14	the	1.5596214532852173
2	15	party	5.135658264160156
2	16	surprised	8.687329292297363
2	17	my	5.034945011138916
2	18	daughter	7.3113226890563965
2	19	yesterday	10.330092430114746
2	20	afternoon	4.301149368286133
3	1	The	3.2781007289886475
3	2	fact	7.122616767883301
3	3	that	0.21758979558944702
3	4	my	5.84025764465332
3	5	brother	4.718230247497559
3	6	said	5.747092247009277
3	7	who	8.469131469726562
3	8	his	5.2357587814331055
3	9	friend	4.354790687561035
3	10	trusted	10.283355712890625
3	11	at	5.788276672363281
3	12	the	1.4925031661987305
3	13	party	4.275079727172852
3	14	surprised	10.231340408325195
3	15	my	5.198278427124023
3	16	daughter	7.334888458251953
3	17	yesterday	9.849833488464355
3	18	afternoon	4.382062911987305
4	1	The	3.2781007289886475
4	2	fact	7.122616767883301
4	3	that	0.21758979558944702
4	4	my	5.84025764465332
4	5	brother	4.718230247497559
4	6	said	5.747092247009277
4	7	that	1.6994173526763916
4	8	his	3.7557125091552734
4	9	friend	4.676126956939697
4	10	trusted	9.832395553588867
4	11	at	7.9282636642456055
4	12	the	3.021071195602417
4	13	party	5.598267555236816
4	14	surprised	10.630722999572754
4	15	my	4.99425745010376
4	16	daughter	7.082981586456299
4	17	yesterday	10.128833770751953
4	18	afternoon	4.495501518249512
5	1	The	3.2781007289886475
5	2	fact	7.122616767883301
5	3	that	0.21758979558944702
5	4	my	5.84025764465332
5	5	brother	4.718230247497559
5	6	said	5.747092247009277
5	7	who	8.469131469726562
5	8	his	5.2357587814331055
5	9	friend	4.354790687561035
5	10	trusted	10.283355712890625
5	11	our	9.545150756835938
5	12	uncle	6.609051704406738
5	13	at	5.7631731033325195
5	14	the	1.3595945835113525
5	15	party	4.8807196617126465
5	16	surprised	9.01426887512207
5	17	yesterday	13.514752388000488
5	18	afternoon	6.291085243225098
6	1	The	3.2781007289886475
6	2	fact	7.122616767883301
6	3	that	0.21758979558944702
6	4	my	5.84025764465332
6	5	brother	4.718230247497559
6	6	said	5.747092247009277
6	7	that	1.6994173526763916
6	8	his	3.7557125091552734
6	9	friend	4.676126956939697
6	10	trusted	9.832395553588867
6	11	our	7.690417289733887
6	12	uncle	6.312313079833984
6	13	at	5.650016784667969
6	14	the	1.5596214532852173
6	15	party	5.135658264160156
6	16	surprised	8.687329292297363
6	17	yesterday	13.867266654968262
6	18	afternoon	6.539298057556152
7	1	The	3.2781007289886475
7	2	fact	7.122616767883301
7	3	that	0.21758979558944702
7	4	the	1.9361287355422974
7	5	cop	9.888936042785645
7	6	knows	7.146623611450195
7	7	who	3.29880690574646
7	8	the	2.128058433532715
7	9	criminal	5.76978874206543
7	10	shot	9.125749588012695
7	11	the	3.4095401763916016
7	12	old	8.690956115722656
7	13	widow	8.303323745727539
7	14	with	4.205841064453125
7	15	a	2.9772934913635254
7	16	gun	2.199472188949585
7	17	pleased	12.934081077575684
7	18	the	1.9268395900726318
7	19	mayor	5.116589546203613
7	20	last	6.546666145324707
7	21	year	2.080568552017212
8	1	The	3.2781007289886475
8	2	fact	7.122616767883301
8	3	that	0.21758979558944702
8	4	the	1.9361287355422974
8	5	cop	9.888936042785645
8	6	knows	7.146623611450195
8	7	that	2.491746664047241
8	8	the	2.177051067352295
8	9	criminal	6.280993461608887
8	10	shot	9.314499855041504
8	11	the	2.515777587890625
8	12	old	8.142715454101562
8	13	widow	8.228252410888672
8	14	with	4.499367713928223
8	15	a	1.169151782989502
8	16	gun	2.146993398666382
8	17	pleased	12.934236526489258
8	18	the	1.8673317432403564
8	19	mayor	5.183938503265381
8	20	last	7.681168556213379
8	21	year	1.9081306457519531
9	1	The	3.2781007289886475
9	2	fact	7.122616767883301
9	3	that	0.21758979558944702
9	4	the	1.9361287355422974
9	5	cop	9.888936042785645
9	6	knows	7.146623611450195
9	7	who	3.29880690574646
9	8	the	2.128058433532715
9	9	criminal	5.76978874206543
9	10	shot	9.125749588012695
9	11	with	4.736116409301758
9	12	a	2.118307113647461
9	13	gun	1.7329072952270508
9	14	pleased	13.990143775939941
9	15	the	1.9420864582061768
9	16	mayor	4.609766006469727
9	17	last	6.004673004150391
9	18	year	1.9638686180114746
10	1	The	3.2781007289886475
10	2	fact	7.122616767883301
10	3	that	0.21758979558944702
10	4	the	1.9361287355422974
10	5	cop	9.888936042785645
10	6	knows	7.146623611450195
10	7	that	2.491746664047241
10	8	the	2.177051067352295
10	9	criminal	6.280993461608887
10	10	shot	9.314499855041504
10	11	with	6.0562286376953125
10	12	a	1.226134181022644
10	13	gun	1.8180948495864868
10	14	pleased	14.269250869750977
10	15	the	1.542993426322937
10	16	mayor	5.00739860534668
10	17	last	6.38667631149292
10	18	year	1.5673632621765137
11	1	The	3.2781007289886475
11	2	fact	7.122616767883301
11	3	that	0.21758979558944702
11	4	the	1.9361287355422974
11	5	cop	9.888936042785645
11	6	knows	7.146623611450195
11	7	who	3.29880690574646
11	8	the	2.128058433532715
11	9	criminal	5.76978874206543
11	10	shot	9.125749588012695
11	11	the	3.4095401763916016
11	12	old	8.690956115722656
11	13	widow	8.303323745727539
11	14	with	4.205841064453125
11	15	a	2.9772934913635254
11	16	gun	2.199472188949585
11	17	pleased	12.934081077575684
11	18	last	9.998617172241211
11	19	year	1.8160178661346436
12	1	The	3.2781007289886475
12	2	fact	7.122616767883301
12	3	that	0.21758979558944702
12	4	the	1.9361287355422974
12	5	cop	9.888936042785645
12	6	knows	7.146623611450195
12	7	that	2.491746664047241
12	8	the	2.177051067352295
12	9	criminal	6.280993461608887
12	10	shot	9.314499855041504
12	11	the	2.515777587890625
12	12	old	8.142715454101562
12	13	widow	8.228252410888672
12	14	with	4.499367713928223
12	15	a	1.169151782989502
12	16	gun	2.146993398666382
12	17	pleased	12.934236526489258
12	18	last	10.563689231872559
12	19	year	2.0048420429229736
13	1	The	3.2781007289886475
13	2	fact	7.122616767883301
13	3	that	0.21758979558944702
13	4	the	1.9361287355422974
13	5	guard	10.10887622833252
13	6	said	4.298388481140137
13	7	who	8.524421691894531
13	8	the	2.945822238922119
13	9	convict	9.594017028808594
13	10	kicked	11.247649192810059
13	11	his	5.560632705688477
13	12	enemy	9.222725868225098
13	13	during	4.062156677246094
13	14	breakfast	9.338353157043457
13	15	surprised	8.789968490600586
13	16	the	2.8093650341033936
13	17	guard	2.888676166534424
13	18	last	8.352944374084473
13	19	week	1.284555196762085
14	1	The	3.2781007289886475
14	2	fact	7.122616767883301
14	3	that	0.21758979558944702
14	4	the	1.9361287355422974
14	5	guard	10.10887622833252
14	6	said	4.298388481140137
14	7	that	2.3101346492767334
14	8	the	2.360217332839966
14	9	convict	10.321183204650879
14	10	kicked	9.23351001739502
14	11	his	1.9900407791137695
14	12	enemy	9.210897445678711
14	13	during	4.017755508422852
14	14	breakfast	8.832108497619629
14	15	surprised	8.688313484191895
14	16	the	2.565812110900879
14	17	guard	2.683271646499634
14	18	last	8.990096092224121
14	19	week	1.3483715057373047
15	1	The	3.2781007289886475
15	2	fact	7.122616767883301
15	3	that	0.21758979558944702
15	4	the	1.9361287355422974
15	5	guard	10.10887622833252
15	6	said	4.298388481140137
15	7	who	8.524421691894531
15	8	the	2.945822238922119
15	9	convict	9.594017028808594
15	10	kicked	11.247649192810059
15	11	during	5.360788345336914
15	12	breakfast	9.746663093566895
15	13	surprised	9.387347221374512
15	14	the	2.9371323585510254
15	15	guard	3.5585412979125977
15	16	last	8.136055946350098
15	17	week	1.1485294103622437
16	1	The	3.2781007289886475
16	2	fact	7.122616767883301
16	3	that	0.21758979558944702
16	4	the	1.9361287355422974
16	5	guard	10.10887622833252
16	6	said	4.298388481140137
16	7	that	2.3101346492767334
16	8	the	2.360217332839966
16	9	convict	10.321183204650879
16	10	kicked	9.23351001739502
16	11	during	7.6531877517700195
16	12	breakfast	9.507078170776367
16	13	surprised	9.181513786315918
16	14	the	2.6968555450439453
16	15	guard	3.5212292671203613
16	16	last	8.74726390838623
16	17	week	1.1742794513702393
17	1	The	3.2781007289886475
17	2	fact	7.122616767883301
17	3	that	0.21758979558944702
17	4	the	1.9361287355422974
17	5	guard	10.10887622833252
17	6	said	4.298388481140137
17	7	who	8.524421691894531
17	8	the	2.945822238922119
17	9	convict	9.594017028808594
17	10	kicked	11.247649192810059
17	11	his	5.560632705688477
17	12	enemy	9.222725868225098
17	13	during	4.062156677246094
17	14	breakfast	9.338353157043457
17	15	surprised	8.789968490600586
17	16	last	10.346665382385254
17	17	week	0.9733060598373413
18	1	The	3.2781007289886475
18	2	fact	7.122616767883301
18	3	that	0.21758979558944702
18	4	the	1.9361287355422974
18	5	guard	10.10887622833252
18	6	said	4.298388481140137
18	7	that	2.3101346492767334
18	8	the	2.360217332839966
18	9	convict	10.321183204650879
18	10	kicked	9.23351001739502
18	11	his	1.9900407791137695
18	12	enemy	9.210897445678711
18	13	during	4.017755508422852
18	14	breakfast	8.832108497619629
18	15	surprised	8.688313484191895
18	16	last	10.615265846252441
18	17	week	1.164409875869751
19	1	The	3.2781007289886475
19	2	fact	7.122616767883301
19	3	that	0.21758979558944702
19	4	the	1.9361287355422974
19	5	real	7.214047431945801
19	6	estate	1.8673148155212402
19	7	agent	3.9881067276000977
19	8	knew	6.804864406585693
19	9	who	4.40287446975708
19	10	the	2.0728116035461426
19	11	old	7.968897819519043
19	12	couple	5.088196754455566
19	13	saw	9.11744499206543
19	14	their	5.04740047454834
19	15	friends	6.253190517425537
19	16	at	2.8010668754577637
19	17	the	1.1131908893585205
19	18	club	4.538910865783691
19	19	shocked	9.240350723266602
19	20	his	3.962709665298462
19	21	friends	2.5912024974823
19	22	over	6.82861852645874
19	23	the	0.6957290172576904
19	24	weekend	1.3469688892364502
20	1	The	3.2781007289886475
20	2	fact	7.122616767883301
20	3	that	0.21758979558944702
20	4	the	1.9361287355422974
20	5	real	7.214047431945801
20	6	estate	1.8673148155212402
20	7	agent	3.9881067276000977
20	8	knew	6.804864406585693
20	9	that	2.142521381378174
20	10	the	2.0839900970458984
20	11	old	7.436448097229004
20	12	couple	5.710875511169434
20	13	saw	7.946997165679932
20	14	their	2.2109272480010986
20	15	friends	7.024367332458496
20	16	at	3.433000326156616
20	17	the	1.0337631702423096
20	18	club	4.614575386047363
20	19	shocked	10.097259521484375
20	20	his	4.402665138244629
20	21	friends	2.816965103149414
20	22	over	7.142520427703857
20	23	the	0.829369306564331
20	24	weekend	1.466167688369751
21	1	The	3.2781007289886475
21	2	fact	7.122616767883301
21	3	that	0.21758979558944702
21	4	the	1.9361287355422974
21	5	real	7.214047431945801
21	6	estate	1.8673148155212402
21	7	agent	3.9881067276000977
21	8	knew	6.804864406585693
21	9	who	4.40287446975708
21	10	the	2.0728116035461426
21	11	old	7.968897819519043
21	12	couple	5.088196754455566
21	13	saw	9.11744499206543
21	14	at	2.6919777393341064
21	15	the	0.6886687278747559
21	16	club	5.750349998474121
21	17	shocked	8.878254890441895
21	18	his	3.637155055999756
21	19	friends	2.731536388397217
21	20	over	7.168470859527588
21	21	the	0.56300950050354
21	22	weekend	1.1898260116577148
22	1	The	3.2781007289886475
22	2	fact	7.122616767883301
22	3	that	0.21758979558944702
22	4	the	1.9361287355422974
22	5	real	7.214047431945801
22	6	estate	1.8673148155212402
22	7	agent	3.9881067276000977
22	8	knew	6.804864406585693
22	9	that	2.142521381378174
22	10	the	2.0839900970458984
22	11	old	7.436448097229004
22	12	couple	5.710875511169434
22	13	saw	7.946997165679932
22	14	at	7.159092903137207
22	15	the	2.9179794788360596
22	16	club	6.020469665527344
22	17	shocked	11.555706977844238
22	18	his	4.064491271972656
22	19	friends	3.010979413986206
22	20	over	7.548407077789307
22	21	the	0.7025744915008545
22	22	weekend	1.4957430362701416
23	1	The	3.2781007289886475
23	2	fact	7.122616767883301
23	3	that	0.21758979558944702
23	4	the	1.9361287355422974
23	5	real	7.214047431945801
23	6	estate	1.8673148155212402
23	7	agent	3.9881067276000977
23	8	knew	6.804864406585693
23	9	who	4.40287446975708
23	10	the	2.0728116035461426
23	11	old	7.968897819519043
23	12	couple	5.088196754455566
23	13	saw	9.11744499206543
23	14	their	5.04740047454834
23	15	friends	6.253190517425537
23	16	at	2.8010668754577637
23	17	the	1.1131908893585205
23	18	club	4.538910865783691
23	19	shocked	9.240350723266602
23	20	over	9.02330207824707
23	21	the	1.3045051097869873
23	22	weekend	1.1487163305282593
24	1	The	3.2781007289886475
24	2	fact	7.122616767883301
24	3	that	0.21758979558944702
24	4	the	1.9361287355422974
24	5	real	7.214047431945801
24	6	estate	1.8673148155212402
24	7	agent	3.9881067276000977
24	8	knew	6.804864406585693
24	9	that	2.142521381378174
24	10	the	2.0839900970458984
24	11	old	7.436448097229004
24	12	couple	5.710875511169434
24	13	saw	7.946997165679932
24	14	their	2.2109272480010986
24	15	friends	7.024367332458496
24	16	at	3.433000326156616
24	17	the	1.0337631702423096
24	18	club	4.614575386047363
24	19	shocked	10.097259521484375
24	20	over	9.567505836486816
24	21	the	1.2360219955444336
24	22	weekend	1.6586576700210571
25	1	The	3.2781007289886475
25	2	fact	7.122616767883301
25	3	that	0.21758979558944702
25	4	the	1.9361287355422974
25	5	journalist	9.713513374328613
25	6	stated	7.975965976715088
25	7	who	8.00309944152832
25	8	the	2.7155051231384277
25	9	president	4.746899604797363
25	10	fired	7.473864555358887
25	11	his	6.437507152557373
25	12	secretary	3.612562894821167
25	13	without	7.27948522567749
25	14	warning	5.327936172485352
25	15	surprised	8.717826843261719
25	16	the	2.7833988666534424
25	17	editor	6.362423419952393
25	18	when	5.228550434112549
25	19	the	3.0069844722747803
25	20	article	3.3597145080566406
25	21	was	0.5361838936805725
25	22	published	0.3217342793941498
26	1	The	3.2781007289886475
26	2	fact	7.122616767883301
26	3	that	0.21758979558944702
26	4	the	1.9361287355422974
26	5	journalist	9.713513374328613
26	6	stated	7.975965976715088
26	7	that	0.8941742777824402
26	8	the	1.8421180248260498
26	9	president	4.499490737915039
26	10	fired	7.213296413421631
26	11	his	2.898068428039551
26	12	secretary	4.3084821701049805
26	13	without	5.946202754974365
26	14	warning	3.997530460357666
26	15	surprised	7.911449432373047
26	16	the	2.6397171020507812
26	17	editor	6.464518070220947
26	18	when	5.228297233581543
26	19	the	3.046891689300537
26	20	article	2.999257802963257
26	21	was	0.5049496293067932
26	22	published	0.3131101727485657
27	1	The	3.2781007289886475
27	2	fact	7.122616767883301
27	3	that	0.21758979558944702
27	4	the	1.9361287355422974
27	5	journalist	9.713513374328613
27	6	stated	7.975965976715088
27	7	who	8.00309944152832
27	8	the	2.7155051231384277
27	9	president	4.746899604797363
27	10	fired	7.473864555358887
27	11	without	5.911017894744873
27	12	warning	5.264967918395996
27	13	surprised	9.140939712524414
27	14	the	2.8849949836730957
